temp_ref,unique_study_unit,study_no,question_code,data_source_figure,temp_acclimated,bnf_species,in_assn_w_ps,evolved_amt,symb_free,evolved_symb,other_trt_variable,other_trt_categorical,other_trt_value,notes,response2,temp_K,invkT,invkT_units,temp_C,max_tempC,max_resp,topt_C,pass_topt,bnf_genus,bnf_order,bnf_class,bnf_o2_strategy,habitat1,system
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_3,8,mono-pop-tdep,Fig 3,y,trichodesmium 21-75,y,m,free,free,light,light,na,na,10.206,305.111,38.0337200387522,1/kT(K),31.961000000000013,34.968999999999994,20.412,25.976999999999975,yes,trichodesmium,oscillatoriales,cyanophyceae,spatial,a,wild isolate from western equatorial atlantic
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_4,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0402,y,m,free,free,light,dark,na,na,38.454,297.08799999999997,39.06083838708976,1/kT(K),23.937999999999988,34.992999999999995,50.619,29.952999999999975,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate from south atlantic ocean basic
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_4,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0402,y,m,free,free,light,dark,na,na,41.856,299.10999999999996,38.79678497791355,1/kT(K),25.95999999999998,34.992999999999995,50.619,29.952999999999975,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate from south atlantic ocean basic
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_4,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0402,y,m,free,free,light,dark,na,na,49.381,301.104,38.53986116007666,1/kT(K),27.954000000000008,34.992999999999995,50.619,29.952999999999975,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate from south atlantic ocean basic
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_4,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0402,y,m,free,free,light,dark,na,na,50.619,303.10299999999995,38.28568623452663,1/kT(K),29.952999999999975,34.992999999999995,50.619,29.952999999999975,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate from south atlantic ocean basic
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_4,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0402,y,m,free,free,light,dark,na,na,41.443,305.10999999999996,38.03384469451583,1/kT(K),31.95999999999998,34.992999999999995,50.619,29.952999999999975,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate from south atlantic ocean basic
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_5,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0003,y,m,free,free,light,dark,na,na,0.103,295.143,39.3182503218566,1/kT(K),21.992999999999995,34.968999999999994,52.371,29.92700000000002,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate north pacific ocean basin
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_5,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0003,y,m,free,free,light,dark,na,na,25.155,297.123,39.05623716354413,1/kT(K),23.973000000000013,34.968999999999994,52.371,29.92700000000002,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate north pacific ocean basin
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_5,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0003,y,m,free,free,light,dark,na,na,42.474,299.085,38.8000279343455,1/kT(K),25.935000000000002,34.968999999999994,52.371,29.92700000000002,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate north pacific ocean basin
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_5,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0003,y,m,free,free,light,dark,na,na,49.381,301.08,38.54293328930425,1/kT(K),27.930000000000007,34.968999999999994,52.371,29.92700000000002,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate north pacific ocean basin
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_5,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0003,y,m,free,free,light,dark,na,na,52.371,303.077,38.28897064027861,1/kT(K),29.92700000000002,34.968999999999994,52.371,29.92700000000002,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate north pacific ocean basin
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_5,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0003,y,m,free,free,light,dark,na,na,38.041,305.113,38.033470729676296,1/kT(K),31.963000000000022,34.968999999999994,52.371,29.92700000000002,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate north pacific ocean basin
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_6,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0401,y,m,free,free,light,dark,na,na,35.773,297.09099999999995,39.060443954019895,1/kT(K),23.940999999999974,34.992999999999995,51.443,29.927999999999997,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate from north atlantic basin
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_6,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0401,y,m,free,free,light,dark,na,na,42.474,299.085,38.8000279343455,1/kT(K),25.935000000000002,34.992999999999995,51.443,29.927999999999997,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate from north atlantic basin
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_6,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0401,y,m,free,free,light,dark,na,na,47.113,301.082,38.54267725982863,1/kT(K),27.932000000000016,34.992999999999995,51.443,29.927999999999997,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate from north atlantic basin
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_6,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0401,y,m,free,free,light,dark,na,na,51.443,303.078,38.288844306560435,1/kT(K),29.927999999999997,34.992999999999995,51.443,29.927999999999997,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate from north atlantic basin
fu_aquatic microbial ecology_2014_fu_aquatic microbial ecology_2014,8_6,8,mono-pop-tdep,Fig 3,y,crocosphaera wh0401,y,m,free,free,light,dark,na,na,37.526,305.089,38.036462654319635,1/kT(K),31.93900000000002,34.992999999999995,51.443,29.927999999999997,yes,crocosphaera,chroococcales,cyanophyceae,temporal,a,wild isolate from north atlantic basin
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_2,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.055,298.15,38.92170503016509,1/kT(K),25,33,0.79,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_2,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.073,298.15,38.92170503016509,1/kT(K),25,33,0.79,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_2,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.49,298.15,38.92170503016509,1/kT(K),25,33,0.79,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_2,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.125,300.15,38.66235667081034,1/kT(K),27,33,0.79,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_2,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.108,300.15,38.66235667081034,1/kT(K),27,33,0.79,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_2,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.068,300.15,38.66235667081034,1/kT(K),27,33,0.79,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_2,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.095,302.15,38.40644168374557,1/kT(K),29,33,0.79,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_2,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.144,302.15,38.40644168374557,1/kT(K),29,33,0.79,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_2,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.185,302.15,38.40644168374557,1/kT(K),29,33,0.79,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_2,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.155,304.15,38.15389233846366,1/kT(K),31,33,0.79,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_2,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.577,304.15,38.15389233846366,1/kT(K),31,33,0.79,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_2,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.79,304.15,38.15389233846366,1/kT(K),31,33,0.79,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_2,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.097,306.15,37.90464267432214,1/kT(K),33,33,0.79,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_3,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.178,298.15,38.92170503016509,1/kT(K),25,33,0.681,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_3,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.077,298.15,38.92170503016509,1/kT(K),25,33,0.681,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_3,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.056,298.15,38.92170503016509,1/kT(K),25,33,0.681,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_3,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.093,300.15,38.66235667081034,1/kT(K),27,33,0.681,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_3,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.185,300.15,38.66235667081034,1/kT(K),27,33,0.681,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_3,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.104,302.15,38.40644168374557,1/kT(K),29,33,0.681,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_3,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.681,304.15,38.15389233846366,1/kT(K),31,33,0.681,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_3,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.123,304.15,38.15389233846366,1/kT(K),31,33,0.681,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_3,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,missing any info on bnf species,0.102,304.15,38.15389233846366,1/kT(K),31,33,0.681,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
garcias-bonet_geosciences_2019_garcias-bonet_geosciences_2019,9_3,9,comm-tdep,Fig 2,n,unknown,y,m,symb,free,na,na,na,NA,0.083,306.15,37.90464267432214,1/kT(K),33,33,0.681,31,yes,mixed,mixed,mixed,mixed,a,marine benthic plant  sedimnt communities
gentili_journal of experimental botany_2005_gentili_journal of experimental botany_2005,10_1,10,comm-tdep,Figure 2a,y,nostoc sp and calothrix sp,y,t,symb,symb,light treatments (ue *m^-2 * s^-1),na,30,take the highest light level at each temperature,69.20903955,278.15,41.720317651424494,1/kT(K),5,31,2985.875706,23,yes,mixed,mixed,mixed,mixed,t,feather moss pleurozium schreberi
gentili_journal of experimental botany_2005_gentili_journal of experimental botany_2005,10_1,10,comm-tdep,Figure 2a,y,nostoc sp and calothrix sp,y,t,symb,symb,light treatments (ue *m^-2 * s^-1),na,130,take the highest light level at each temperature,69.20903955,278.15,41.720317651424494,1/kT(K),5,31,2985.875706,23,yes,mixed,mixed,mixed,mixed,t,feather moss pleurozium schreberi
gentili_journal of experimental botany_2005_gentili_journal of experimental botany_2005,10_1,10,comm-tdep,Figure 2a,y,nostoc sp and calothrix sp,y,t,symb,symb,light treatments (ue *m^-2 * s^-1),na,80,take the highest light level at each temperature,1522.59887,286.15,40.55392750216223,1/kT(K),13,31,2985.875706,23,yes,mixed,mixed,mixed,mixed,t,feather moss pleurozium schreberi
gentili_journal of experimental botany_2005_gentili_journal of experimental botany_2005,10_1,10,comm-tdep,Figure 2a,y,nostoc sp and calothrix sp,y,t,symb,symb,light treatments (ue *m^-2 * s^-1),na,160,take the highest light level at each temperature,2343.220339,286.15,40.55392750216223,1/kT(K),13,31,2985.875706,23,yes,mixed,mixed,mixed,mixed,t,feather moss pleurozium schreberi
gentili_journal of experimental botany_2005_gentili_journal of experimental botany_2005,10_1,10,comm-tdep,Figure 2a,y,nostoc sp and calothrix sp,y,t,symb,symb,light treatments (ue *m^-2 * s^-1),na,30,take the highest light level at each temperature,2629.943503,295.65,39.25082480887443,1/kT(K),22.5,31,2985.875706,23,yes,mixed,mixed,mixed,mixed,t,feather moss pleurozium schreberi
gentili_journal of experimental botany_2005_gentili_journal of experimental botany_2005,10_1,10,comm-tdep,Figure 2a,y,nostoc sp and calothrix sp,y,t,symb,symb,light treatments (ue *m^-2 * s^-1),na,130,take the highest light level at each temperature,2985.875706,296.15,39.18455632194403,1/kT(K),23,31,2985.875706,23,yes,mixed,mixed,mixed,mixed,t,feather moss pleurozium schreberi
gentili_journal of experimental botany_2005_gentili_journal of experimental botany_2005,10_1,10,comm-tdep,Figure 2a,y,nostoc sp and calothrix sp,y,t,symb,symb,light treatments (ue *m^-2 * s^-1),na,80,take the highest light level at each temperature,553.6723164,304.15,38.15389233846366,1/kT(K),31,31,2985.875706,23,yes,mixed,mixed,mixed,mixed,t,feather moss pleurozium schreberi
gentili_journal of experimental botany_2005_gentili_journal of experimental botany_2005,10_2,10,mono-pop-tdep,Figure 2b,y,calothrix sp,y,t,free,symb,na,na,na,na,0.924855491,278.15,41.720317651424494,1/kT(K),5,30,61.96531792,30,no,calothrix,nostocales,cyanophyceae,spatial,t,isolated from feather moss pleurozium schreberi
gentili_journal of experimental botany_2005_gentili_journal of experimental botany_2005,10_2,10,mono-pop-tdep,Figure 2b,y,calothrix sp,y,t,free,symb,na,na,na,na,9.710982659,286.15,40.55392750216223,1/kT(K),13,30,61.96531792,30,no,calothrix,nostocales,cyanophyceae,spatial,t,isolated from feather moss pleurozium schreberi
gentili_journal of experimental botany_2005_gentili_journal of experimental botany_2005,10_2,10,mono-pop-tdep,Figure 2b,y,calothrix sp,y,t,free,symb,na,na,na,na,20.80924855,295.15,39.317317820578424,1/kT(K),22,30,61.96531792,30,no,calothrix,nostocales,cyanophyceae,spatial,t,isolated from feather moss pleurozium schreberi
gentili_journal of experimental botany_2005_gentili_journal of experimental botany_2005,10_2,10,mono-pop-tdep,Figure 2b,y,calothrix sp,y,t,free,symb,na,na,na,na,61.96531792,303.15,38.279750469218946,1/kT(K),30,30,61.96531792,30,no,calothrix,nostocales,cyanophyceae,spatial,t,isolated from feather moss pleurozium schreberi
hennecke_archives of microbiology_1979_hennecke_archives of microbiology_1979,12_1,12,cell-tdep,Fig 1,y,klebsiella pneumoniae m5a1,n,a,free,free,na,na,na,anaerobic conditions,0.407,301.19899999999996,38.52770545301851,1/kT(K),28.048999999999978,41.87900000000002,1.23,38.95600000000002,yes,klebsiella,enterobacterales,gammaproteobacteria,non-photosynthetic,a,nitrogenase enzyme pure extract
hennecke_archives of microbiology_1979_hennecke_archives of microbiology_1979,12_1,12,cell-tdep,Fig 1,y,klebsiella pneumoniae m5a1,n,a,free,free,na,na,na,anaerobic conditions,0.705,306.15999999999997,37.90340460786427,1/kT(K),33.00999999999999,41.87900000000002,1.23,38.95600000000002,yes,klebsiella,enterobacterales,gammaproteobacteria,non-photosynthetic,a,nitrogenase enzyme pure extract
hennecke_archives of microbiology_1979_hennecke_archives of microbiology_1979,12_1,12,cell-tdep,Fig 1,y,klebsiella pneumoniae m5a1,n,a,free,free,na,na,na,anaerobic conditions,0.869,309.116,37.540943706387644,1/kT(K),35.96600000000001,41.87900000000002,1.23,38.95600000000002,yes,klebsiella,enterobacterales,gammaproteobacteria,non-photosynthetic,a,nitrogenase enzyme pure extract
hennecke_archives of microbiology_1979_hennecke_archives of microbiology_1979,12_1,12,cell-tdep,Fig 1,y,klebsiella pneumoniae m5a1,n,a,free,free,na,na,na,anaerobic conditions,1.23,312.106,37.18129851634932,1/kT(K),38.95600000000002,41.87900000000002,1.23,38.95600000000002,yes,klebsiella,enterobacterales,gammaproteobacteria,non-photosynthetic,a,nitrogenase enzyme pure extract
hennecke_archives of microbiology_1979_hennecke_archives of microbiology_1979,12_1,12,cell-tdep,Fig 1,y,klebsiella pneumoniae m5a1,n,a,free,free,na,na,na,anaerobic conditions,0.855,315.029,36.83631143400678,1/kT(K),41.87900000000002,41.87900000000002,1.23,38.95600000000002,yes,klebsiella,enterobacterales,gammaproteobacteria,non-photosynthetic,a,nitrogenase enzyme pure extract
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,0.1895,275.2747,42.1560948199879,1/kT(K),2.1247000000000185,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,0.1288,276.1683,42.01969000331943,1/kT(K),3.0183000000000106,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,0.1971,277.15619999999996,41.86991434701343,1/kT(K),4.0061999999999784,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,0.3156,278.59,41.654425337390876,1/kT(K),5.439999999999998,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,0.2917,280.63129999999995,41.35143283997089,1/kT(K),7.481299999999976,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,0.1654,281.2387,41.26212485957204,1/kT(K),8.088700000000017,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,0.4751,282.2238,41.118099730581626,1/kT(K),9.073800000000006,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,0.8152,282.794,41.035192948732025,1/kT(K),9.644000000000005,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,0.833,283.20829999999995,40.975163350592915,1/kT(K),10.058299999999974,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,1.0582,283.20579999999995,40.975525058963214,1/kT(K),10.055799999999977,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,2.261,286.2536,40.53925035263739,1/kT(K),13.103600000000029,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,1.5448,288.1434,40.27337205968876,1/kT(K),14.993400000000008,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,3.7207,289.17089999999996,40.13027021302532,1/kT(K),16.020899999999983,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,5.6231,290.16949999999997,39.99216442370312,1/kT(K),17.019499999999994,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,5.8509,290.8048,39.904796463963876,1/kT(K),17.654800000000023,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,6.6407,291.17839999999995,39.853596127816225,1/kT(K),18.028399999999976,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,6.3472,298.13419999999996,38.9237677352807,1/kT(K),24.984199999999987,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,9.1384,296.1567,39.183669843510955,1/kT(K),23.006700000000023,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,12.4202,300.1055,38.668089570979944,1/kT(K),26.95550000000003,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,12.525,302.1454,38.407026401009986,1/kT(K),28.995400000000018,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,14.6728,308.14829999999995,37.658836199140886,1/kT(K),34.99829999999997,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,15.3642,308.0447,37.67150142412358,1/kT(K),34.8947,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,15.6583,309.15749999999997,37.53590436830329,1/kT(K),36.00749999999999,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,13.8708,308.73159999999996,37.58768572683756,1/kT(K),35.58159999999998,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,13.165,309.2181,37.5285481501365,1/kT(K),36.068100000000015,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,11.0296,310.2631,37.40214790203451,1/kT(K),37.11310000000003,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,7.3654,311.19809999999995,37.28977251064104,1/kT(K),38.04809999999998,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,4.9282,313.2034,37.05102292869018,1/kT(K),40.05340000000001,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,3.9816,313.8202,36.97820074916695,1/kT(K),40.67020000000002,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,3.0821,314.1814,36.93568860137399,1/kT(K),41.03140000000002,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
hensley and carpenter 1979_na,13_1,13,comm-tdep,Fig 1,n,na,n,t,symb,symb,na,na,na,na,1.8803,315.3433,36.799596993954594,1/kT(K),42.19330000000002,43.99849999999998,15.6583,36.00749999999999,yes,mixed,mixed,mixed,mixed,t,plant root nodules
